"","log10Dref","zT","zRH"
"1",2.29656730631384,28.8012849289064,470.987214335207
"2",2.40088448852116,28.4255217550179,302.694184890976
"3",2.34986349554207,29.1329591270455,259.855675785962
"4",2.27624587153872,29.6938389966793,333.165818379145
"5",2.22623546512286,29.7002721302341,277.078792804848
"6",2.42692295010686,28.1623752676997,243.115958176504
"7",2.44063665860197,28.5268416176158,198.826471560364
"8",2.35577882642074,28.5292548763285,460.177997535274
"9",2.30935922691368,28.7052378506421,352.67878276376
"10",2.32166426920757,29.3835066382037,339.727714850235
"11",2.37225429409184,29.0697625945695,205.06474114439
"12",2.35871620424396,28.4584710825497,333.248988957848
"13",2.31270927487721,29.4666490768434,262.118209977817
"14",2.16434421760828,29.8614832472894,350.772936501708
"15",2.31852233916739,29.2373271874105,210.144881109114
"16",2.12562052844374,30.6632949140831,5506.01255496955
"17",2.37468445780536,28.5261098395284,397.384162177572
"18",2.25661060434197,29.4099642962906,347.113048376541
"19",2.28508315396563,29.2056860236154,571.787986242097
"20",2.44824263920405,27.9596967032378,276.6913611277
"21",2.41570397563856,28.6538509157992,163.97405355734
"22",2.21017848283644,29.7501150103276,433.142200005931
"23",2.30675033558349,29.5119204586591,695.411341398057
"24",2.37993660227398,28.8676397123456,226.036076468362
"25",2.23767752918477,29.5161337643526,394.968078477314
"26",2.22430638160906,29.0483530557587,546.758255389388
"27",2.24941860923629,29.397377788288,529.998627156809
"28",2.32933621663867,29.1510163126722,275.875788208379
"29",2.35285182385392,29.4327129687073,266.479418568901
"30",2.26432281300203,28.9742070730517,290.657494664481
"31",2.39349844014005,28.9660191912317,191.596860172339
"32",2.23048834089311,29.388391324399,10000
"33",2.28095914367174,29.6953135462811,235.159429080654
"34",2.22805220283538,29.8234206752499,585.427069011194
"35",2.27671835954778,28.7619011090413,543.318507910411
"36",2.22075820109403,29.1687869669683,263.739177180155
"37",2.26731731559443,29.8596706634711,199.330795535217
"38",2.41979766634452,28.4589850341613,179.085892920231
"39",2.41769732247843,28.4465282551679,336.210635686978
"40",2.30683512579617,29.2730116537216,384.208708421741
"41",2.21293760287595,29.666600105976,445.341413856284
"42",2.35461875513748,28.1738251933853,639.63068827407
"43",2.34175050644436,28.8562157898934,219.540762739328
"44",2.2447999183821,30.101459094162,217.640902581596
"45",2.38429616360181,28.5665115629649,273.320742092425
"46",2.28277447284881,29.0619289443681,510.059868786135
"47",2.18140966804134,29.3720766800264,927.219615396683
"48",2.28168834396633,28.989657766396,287.0339497626
"49",2.2857945457766,28.9312611138655,426.255802338229
"50",2.201697316048,29.0137778929643,3757.8160376449
"51",2.21086982033999,28.780758743763,519.129744841639
"52",2.50297456230135,28.8045229542179,179.174491816287
"53",2.28767091049217,28.9163627975208,1195.32591620056
"54",2.24138081221887,28.8145267654531,2551.18258244874
"55",2.28180887429732,29.1033125692076,283.436632827724
"56",2.39727636273476,29.0431431674764,223.41078295246
"57",2.22391038320336,29.9084424025545,882.502269848411
"58",2.2779632571833,29.1518639086685,822.396842865746
"59",2.30523867702949,29.0194631853366,286.659501413508
"60",2.25874921867474,29.2988451260344,403.679421124161
"61",2.36372412156846,28.4251948538649,242.797325755291
"62",2.26533418162307,28.4389785176115,499.353173348877
"63",2.42612770586223,28.4910371980443,274.009864234728
"64",2.34321653533808,28.8132076665284,463.083874499578
"65",2.20115088400319,29.3483073170771,10000
"66",2.28261684218499,28.768114491583,318.936434078909
"67",2.31127124875903,29.2756247132152,226.7191973751
"68",2.32606879971675,29.2222773308685,296.170878175721
"69",2.41539904888872,28.5980194610711,245.865478541043
"70",2.38124431871389,28.3746661605637,460.380601364842
"71",2.15988470451393,29.5270690742065,4349.84218131257
"72",2.21952939106093,29.4091520015642,492.317495000489
"73",2.19395769730216,29.8796761017443,1354.51048604677
"74",2.30936116544322,29.7681490699123,249.800144182499
"75",2.30684115621639,29.4925863974097,376.115698948806
"76",2.28827203248199,28.7923997001216,362.032663811037
"77",2.36944825041856,28.9752309359685,275.358050981316
"78",2.29957957585036,29.2795929623961,225.970542393858
"79",2.29677444985327,29.1404409392798,384.87717491838
"80",2.18678182811519,29.9871035726918,182.488132862615
"81",2.25105717459086,28.7952765698698,364.279052487901
"82",2.41358021995646,28.2233771190573,337.569509827147
"83",2.23723467696726,29.3440145542296,625.370987651437
"84",2.28943273848289,28.6365421376225,257.746686533684
"85",2.29659805720305,28.947440703114,485.920244950257
"86",2.38296119800694,28.8629656947603,380.818063259028
"87",2.26552098957158,29.2858038906558,863.399502439708
"88",2.40008361076732,28.5524142159866,331.954714707912
"89",2.23187471931882,29.1719502866585,686.958375657787
"90",2.24161029017844,29.5550597350105,396.508266340131
"91",2.3718935996629,27.9786205608367,302.31120217562
"92",2.39571778119928,28.6325998240918,341.375584030614
"93",2.17602922025599,29.7901886184106,1706.52092108003
"94",2.30483738085294,29.4308178909302,193.011712753146
"95",2.25985674267027,29.4892838768735,350.666904803743
"96",2.26120727714069,29.7760387627325,376.136942851967
"97",2.27556631224018,29.2908763085389,363.941572654261
"98",2.260654721822,29.2610450142253,284.982429167826
"99",2.28680949818722,29.4187074453061,397.551508296112
"100",2.33085201681985,28.9728977608678,224.196009390259
"101",2.29433389595527,29.1293952090082,263.300653742471
"102",2.28318188904468,28.9184615276537,315.924652036969
"103",2.29585710872195,29.1926208437466,364.763489188694
"104",2.28167165859202,28.4752228130005,337.958955253377
"105",2.33466996913509,28.5232968404656,512.29391076379
"106",2.35642402241262,29.7250450118808,235.487334233975
"107",2.22114189952712,29.3419250581452,781.626876286468
"108",2.33123665059599,29.5149307165961,215.874733900473
"109",2.19369720503265,29.7938918469518,1559.11222700144
"110",2.34048508538342,28.4165668088462,303.7654602172
"111",2.35258837828144,29.0626007072138,452.329675137187
"112",2.33600986884931,28.7088304449977,308.006330793153
"113",2.27045192141362,29.6341300252624,399.69260619471
"114",2.23482051060533,29.7371376434743,235.831182030439
"115",2.22547462942525,29.294602867564,474.212583930205
"116",2.3882981835529,28.5984136443485,376.451831482905
"117",2.49923219505805,27.7958063553185,188.175129914958
"118",2.31322099206652,28.2466552413289,353.719049517829
"119",2.14578230918501,29.2550546356646,1059.06802894654
"120",2.3025047142512,29.2649767526972,906.624871138277
"121",2.22160792069542,28.914277996768,295.149524726033
"122",2.32032724230865,28.6422160802654,296.926275674584
"123",2.26410206485211,29.1090319395094,233.411826983906
"124",2.40809079103989,28.2490411987237,313.970119695691
"125",2.18920751537598,29.8814172166331,609.597181550189
"126",2.35963271498657,29.2134859660705,274.970316412725
"127",2.43937938970993,28.9988170896219,274.845108821216
"128",2.28492217072972,29.3979873017477,405.851336757533
"129",2.43923037129309,28.3787419641549,256.144427419612
"130",2.28023504667445,29.5683549646069,383.202262360676
"131",2.28669032577169,29.543043496893,304.607274471283
"132",2.38860602481563,29.0264431238955,704.288883308292
"133",2.27976038330687,29.5467541850693,531.288499126555
"134",2.41853686061442,28.2453032398864,251.156749176707
"135",2.53357621223204,27.5604347702459,171.370197340369
"136",2.28407776800478,28.7201263697129,449.737376420975
"137",2.28606486038843,29.6570343513254,289.083564561532
"138",2.29112808820299,29.1921691715336,514.181285306486
"139",2.1866351148489,29.4837210900844,1358.20060234805
"140",2.24829031520285,29.6372505616194,337.063548005155
"141",2.17244341772372,29.6575796248641,331.001619002403
"142",2.3246908972674,28.7541130046589,807.112069863011
"143",2.28881359052832,29.1459252672837,563.628530277118
"144",2.35993825677998,28.4656532636377,165.38081686262
"145",2.26388678609474,29.2199510447027,436.443524108205
"146",2.20933080432069,28.7813453655192,10000
"147",2.31956071430339,29.131225392751,243.775396287947
"148",2.37139156735818,29.2931573722173,266.079362387278
"149",2.32404110148651,28.6903147236995,1217.60653952151
"150",2.27803109014715,29.4778366786501,298.085036984469
"151",2.28486251609155,28.5585701325646,308.229518737265
"152",2.32196363592466,29.3529714393776,267.901132302277
"153",2.23075921623408,29.248640003089,326.353142545005
"154",2.28573428087538,29.2991082781929,313.746270431199
"155",2.42198744028441,28.9111946195235,293.090851834457
"156",2.26943785945339,29.4664406835302,304.506825344379
"157",2.36902985812816,28.6522615901504,424.75010173263
"158",2.31293462135138,29.3716355649303,376.540497026762
"159",2.38781467267548,28.307363641376,279.968873770709
"160",2.39691971577212,28.8811976783075,229.394030455974
"161",2.25819540080691,29.971245087414,511.198787801077
"162",2.30734520992966,29.1704781778834,372.050946976266
"163",2.31951274696352,28.4744325667469,478.339591414576
"164",2.401978456038,28.7054405910116,252.208387755099
"165",2.31037832920259,28.6240093135145,2641.87924874432
"166",2.30861134316198,29.3748632608251,271.030203647938
"167",2.27701111279739,29.5334989605659,234.517201493773
"168",2.44774224022596,28.5776242831387,228.099148196116
"169",2.30468059661626,28.9873146036134,263.797279340204
"170",2.1690817344025,29.582623262684,789.220391664899
