;log10DTref;zT
1;2.18646858385661;29.7668807668966
2;2.38589006623245;29.0194812475673
3;2.1967526907054;29.8620214717218
4;2.19336851084323;29.7527346252114
5;2.18736294710008;29.8369230180433
6;2.21112507462049;29.82047845774
7;2.39039845653034;28.4041778547005
8;2.23583283997008;29.7504028656104
9;2.14709185582252;30.2805904466864
10;2.09790158177313;31.0409087270788
11;2.18125264904121;29.6586949397808
12;2.17986106423208;29.7364705864996
13;2.1743121818395;29.3377273704075
14;2.23565078328017;29.4382249175355
15;2.29609800349028;28.0705574645134
16;2.24600221411646;28.9818482960676
17;2.27647659727636;29.0940077211627
18;2.24274352022115;29.2455761087401
19;2.15608453932162;29.900541524068
20;2.36916052223672;28.1615574904635
21;2.22389912631809;29.4529740641545
22;2.09353859962901;29.7043233558281
23;2.21732436053949;29.3616586694923
24;2.16790831789384;29.3952174494124
25;2.20490527240847;29.3201778202345
26;2.25660893335185;28.9753351646364
27;2.28008468483375;28.521502444034
28;2.28832963246079;28.5119137869214
29;2.20618519133202;29.1295779048721
30;2.21175008977425;29.4809848659251
31;2.18711686483824;29.4152305696683
32;2.17519828072417;29.8123079152747
33;2.23148786020705;29.6524561680599
34;2.14268936855467;30.3119575436142
35;2.24204567255646;28.9858058478519
36;2.12198136895911;29.7103005112631
37;2.22874749599352;29.3193208795164
38;2.22467022524638;29.3191968227822
39;2.13012773244673;29.7933625608167
40;2.2247939846241;28.7121882059929
41;2.24780008266665;29.6831937804894
42;2.18696353589056;29.3440180315691
43;2.20647009357801;29.2657389700965
44;2.24017511761114;29.1859959409695
45;2.21846858411418;29.2969994009906
46;2.17161115671548;29.9824687112405
47;2.21159436018252;29.6372940222614
48;2.24949921097685;29.2273012811545
49;2.34066722011113;28.7847775076771
50;2.19093502540155;29.4118801554277
51;2.24651261377106;29.3495331526779
52;2.33381508562726;28.6599538626421
53;2.24568212619391;29.4280420896149
54;2.17010972949892;30.6270273190057
55;2.18703358444305;29.5880503840191
56;2.30377081800854;28.9893053139731
57;2.25210765271327;28.9776582157579
58;2.28500866095769;29.2518312143602
59;2.22028683307157;29.0543099391993
60;2.29273762494394;29.0998199102659
61;2.22944514681984;28.7343736566705
62;2.15906825159742;29.3124849187133
63;2.26859286196697;29.257182704602
64;2.2068195635635;30.1240689119153
65;2.2472977805641;29.5414739256075
66;2.10544027623846;29.9613535094869
67;2.23197212265948;29.5886173423707
68;2.22335244523093;28.735316903931
69;2.1603076100692;28.801510642588
70;2.20646665329883;29.9401324174501
71;2.20395743697646;29.3681505525625
72;2.26095488226405;29.2496002708722
73;2.28572157760221;28.6672564816237
74;2.2516379348832;29.8767411289393
75;2.27003867024011;28.994363992
76;2.30491537252067;29.0717491881257
77;2.26095770542166;29.438976538965
78;2.26089531000195;29.3851469257229
79;2.2043873759698;29.746895765403
80;2.18952733179715;29.5046061631989
81;2.16293848013887;29.9071510763361
82;2.28466006605981;30.2113757470886
83;2.19039960350111;30.1728552124647
84;2.24704764637263;29.4264676139615
85;2.11659646008068;29.8411400515716
86;2.20605186236612;29.0354735942243
87;2.31786241061557;29.4961189648693
88;2.23278340805885;29.4432216338127
89;2.20449843655284;29.1381280389425
90;2.18050602152021;29.8549353727845
91;2.23283934986875;29.3807100697311
92;2.21264340823203;29.0017546083954
93;2.1683928603422;29.8496743835504
94;2.3142889520301;28.4901528530867
95;2.15316796983154;29.788639538699
96;2.32835806483742;29.1454062038553
97;2.26439772188268;29.2229004779119
98;2.11485349564745;30.7088441336636
99;2.24895352793189;29.5348006248717
100;2.1979815995851;30.597880547943
101;2.18496452513374;29.4303904475413
102;2.24372454432944;29.1104621985692
103;2.19664525015702;28.7553331286124
104;2.20318902204315;29.5926902095769
105;2.29130857218413;28.8463699940003
106;2.12264231374194;30.0370148347637
107;2.18518088683814;29.5367130955589
108;2.1972036454586;28.9648014488155
109;2.16679772622046;29.8154612952295
110;2.27058709151401;29.3388723990671
111;2.23762561131357;29.0821765483784
112;2.28411269840594;29.8292508605541
113;2.08013117962194;29.2619477792864
114;2.13386124922507;30.2138927941253
115;2.25979762163885;28.6312384344474
116;2.25018992852733;29.2363599107503
117;2.19170007860795;29.870187726334
118;2.20187416644002;29.4677554844109
119;2.22899892270929;29.0629183793833
120;2.07321413555951;29.9700406108996
121;2.26269552529188;29.2015073821925
122;2.22069169241778;29.5934987675646
123;2.15620059941261;30.6041094654062
124;2.16926308934974;29.7407678995765
125;2.23733165254824;29.32815902644
126;2.15498014459383;29.9081872565832
127;2.15818514392333;31.2885983500544
128;2.27629581332713;29.0153876881241
129;2.22625779464572;29.2439462510346
130;2.22511896697512;29.0744019759835
131;2.17982710696366;29.6385387527371
132;2.13644678827024;29.8216790944864
133;2.10306034827367;30.2521351759013
134;2.20212385062172;29.3918938462184
135;2.16714545779493;29.6417578207539
136;2.25906584155995;28.8996876758041
137;2.2691414965233;29.3034369328449
138;2.25828343466071;28.7509706258999
139;2.25887773531958;28.8270739833623
140;2.24611771193806;28.9881173649305
141;2.20587620107017;29.3275881145506
142;2.24096500280591;28.9316704093686
143;2.20242954970451;29.7307660389355
144;2.29166139829642;29.641886345326
145;2.22578766787869;29.6321135091746
146;2.13462034357695;29.9681390964161
147;2.27454259870265;29.2715083814172
148;2.17208836313747;29.8277512731588
149;2.19271650157251;29.2128858637004
150;2.20817533986393;29.3695942134987
151;2.20470808999703;29.4208306736898
152;2.18005569624023;29.5692302260947
153;2.3164485060269;28.3228681244026
154;2.19390781158886;29.3122369980009
155;2.24826224116747;28.7871560888876
156;2.17412618586374;29.3135545546544
157;2.29165574663021;29.6515858047613
158;2.27014949325363;28.4041151448444
159;2.19590147166872;29.3136217905502
160;2.15672086786973;29.1271915518234
161;2.2022776132894;28.9420497408572
162;2.19951162945059;29.5584940544073
163;2.09243523590211;30.3616958720741
164;2.22446772396206;29.6319834515627
165;2.28071408132332;29.1009090681343
166;2.31886484526166;28.6213014952441
167;2.18743988789501;28.9811037572279
168;2.25683420164236;29.6404316471503
169;2.16013964045003;29.9047759213688
170;2.25944858115585;28.886577174127
171;2.30356111308637;29.0101848573199
172;2.25481869693956;29.0406806464294
173;2.15012486085324;29.1427649266184
174;2.17697834222901;30.167105777247
175;2.20150678559672;29.5898104499607
176;2.20718314013844;29.5206882198909
177;2.10835377523553;30.4299490949822
178;2.21349458667309;29.1276387868669
179;2.25533568334376;29.4779378622353
180;2.22379543074103;29.3972905202488
181;2.18058537104261;29.3609176561643
182;2.13497771614964;29.7187788123901
183;2.24764283628403;29.299557687854
184;2.20867517276298;30.0635885051781
185;2.22519963229889;29.6126813374178
186;2.17124191443819;29.2700457546657
187;2.18419076976111;29.712917757707
188;2.21440292085915;29.4353783174498
189;2.24428929561662;28.9582600652599
190;2.2854448187978;29.2110258157273
191;2.29038910158716;29.0028516699793
192;2.29414531025102;29.0683628956831
193;2.21405286455086;29.252236597067
194;2.23707388807309;29.0760595154708
195;2.13789226629956;29.7741328422793
196;2.21361565999956;29.7757169398065
197;2.18945938200603;29.8252807252129
198;2.22535365359192;29.2594354727312
199;2.24682074251862;29.2076021892871
200;2.30827703594216;29.0376282465816
201;2.18324786375033;28.8806018816543
202;2.15754637272932;30.0275622996611
203;2.22091135224921;28.9113180585386
204;2.28197969009837;29.12459617741
205;2.27724661598644;28.5224566899602
206;2.15190740670032;29.4519007279041
207;2.13081689427825;29.5885878280599
208;2.2513753894322;29.4828488186227
209;2.20332869927939;29.2525524094962
210;2.12758479252823;29.4566327547423
211;2.1969265578205;29.2242203159046
212;2.17345973273928;29.3064675630887
213;2.26997956458935;29.0659145419454
214;2.30084741469437;29.3908614754992
215;2.15891035807545;29.6037170873784
216;2.23106850264312;29.2048788703323
217;2.2782549214363;28.4938778158394
218;2.3551192920738;28.7063617925088
219;2.16028012248508;29.6116724816518
220;2.19631816985003;29.7828726913957
221;2.17072927971412;29.5101703636277
222;2.20022672874043;29.2824118089264
223;2.13374904766826;30.652703770693
224;2.21665742189151;29.6856221303715
225;2.22590783310228;29.1157039177916
226;2.20768781490018;28.8256584981737
227;2.19465809740581;29.3342474872881
228;2.16824326942261;30.153219850135
229;2.24805687634061;29.5174974752537
230;2.28552121410735;28.6547624220634
231;2.12013612221951;29.8152632407069
232;2.21604596967134;28.9557414232082
233;2.19858829774077;30.1100023061084
234;2.26092150073191;29.0247185966587
235;2.25932325669996;29.4013742224512
236;2.23069734338107;29.1984418123637
237;2.18216476396248;29.1544376418846
238;2.17349261563335;29.6267990278802
239;2.29851104295481;28.6122867993263
240;2.40299149461604;28.301426164604
241;2.08637488666406;30.2701147627358
242;2.24863352565862;29.5793720982535
243;2.35014347691804;28.5748395425809
244;2.20616514272442;29.6986366889326
245;2.1511529754252;29.8178523007591
246;2.15279556034592;30.053913267065
247;2.15882912911633;29.6261027887845
248;2.15726955779941;29.8566634745296
249;2.34666712275737;28.6660486075475
250;2.13047223746659;29.5334381544861
251;2.301812387007;28.2084335031085
252;2.27579756522657;28.6798092311108
253;2.20592010759346;29.3852164424714
254;2.11601091102314;30.1784371234369
255;2.25934330868623;29.7595730857754
256;2.16895375449917;29.5616553557905
257;2.25873492699981;28.9732693314173
258;2.14513937537731;29.5188901676797
259;2.19912134310947;29.334566635919
260;2.28275777087205;28.8096908995796
261;2.17893111701392;29.5747407884868
262;2.30261231677583;29.4294469659043
263;2.1949184453777;29.7001197549823
264;2.09320071166419;30.0795627808348
265;2.22362233967139;28.9740198385817
266;2.29011942825505;28.6172648026686
267;2.22423319853409;29.3912947292458
268;2.32047382772016;28.3677876454005
269;2.26626737811333;29.2197300773021
270;2.09843252228573;29.9784284049414
271;2.31326035761899;28.6222279010183
272;2.26576409252491;28.9899748804892
273;2.20597221398547;28.9333498407764
274;2.23495790550066;29.5140449975358
275;2.17032218082096;29.1983797747222
276;2.11824894616036;30.5517205180566
277;2.18370499213149;29.8504333104726
278;2.15011545449201;29.4577707267741
279;2.24357388784807;29.3075938326508
280;2.35858925547927;28.0712959671372
281;2.16010015620192;29.9253294665885
282;2.21769127097107;29.2705153107831
283;2.22924553711931;29.2301669827093
284;2.14984535740033;29.6760033749895
285;2.15797375752631;29.6841922336493
286;2.23133968388818;29.5070516922521
287;2.24789173597503;29.1007351863752
288;2.17876794170304;29.8981823691459
289;2.26768857988598;28.9756822428815
290;2.19959526012476;29.4688500648277
291;2.25071320472984;28.9888117127137
292;2.15382044725529;29.8412878509769
293;2.20115030399154;30.3565545288145
294;2.2774455744782;29.1998177748898
295;2.17552401679173;29.3212624462724
296;2.22703159491464;29.5513268719283
297;2.22099812376957;28.9213063552746
298;2.18482405648083;29.9451926808587
299;2.20037140164176;29.1785068593655
300;2.25832710302719;29.1300994273546
301;2.27255947625815;28.8951485700359
302;2.21974506357183;29.2131038748351
303;2.207726018639;29.5982324680606
304;2.2037631835327;29.3248934417672
305;2.26353739988121;28.9857466314949
306;2.22836805579102;29.1696985006613
307;2.24834728983299;29.6238492650964
308;2.23640063858136;29.0050603629781
309;2.17933457829957;29.7680847186227
310;2.28804540133078;28.8419789710487
311;2.24441938884027;29.0211841080029
312;2.13197438307085;29.358857805721
313;2.3019496737078;28.8401855975627
314;2.20474369910725;30.0343377862501
315;2.15843249578615;30.4316124095209
316;2.15562577972223;29.6950583451111
317;2.26494453618412;28.8581553750115
318;2.27837349458778;29.0185202785042
319;2.32717112231922;28.4132006551697
320;2.25231447281627;29.1997790659425
321;2.06530587798171;31.0502421556844
322;2.12752261230815;30.0262922931073
323;2.27065638089925;29.0754788905353
324;2.25260887463317;29.2399007843245
325;2.12635958347631;29.9462163586237
326;2.31666300661807;29.0400359541719
327;2.21177069831686;29.5021326054053
328;2.17743147943076;29.3946526047195
329;2.23579360485883;29.240475490993
330;2.2539157901408;29.4303659425029
331;2.16789264757312;29.5460990329424
332;2.23887662143655;28.6658577709366
333;2.12120692825281;29.6127606933538
334;2.16806198044955;29.6646039522814
335;2.13259793885458;29.8065629925656
336;2.21248806806803;29.6959361150935
337;2.33631594553569;28.8280644067495
338;2.14765428039393;30.0167742382194
339;2.14986920583611;29.9333653094334
340;2.22514033370689;29.8488254757003
341;2.11642086404844;30.5974865603198
342;2.23429372978001;28.9858576672974
343;2.32555310493526;29.5799540142002
344;2.17842181271132;29.418614235513
345;2.22453124589268;29.5063493684638
346;2.20896145585906;28.8606550494112
347;2.20401890737145;29.560118101823
348;2.1655582886993;30.3314592966378
349;2.11070861059123;30.030996178635
350;2.35684036219622;28.1936828785802
351;2.15656672035829;30.3488041958369
352;2.220427003621;28.9382431832567
353;2.18284821936767;29.3643181122714
354;2.37470549763322;28.2014894378414
355;2.18649907311384;29.9488589691364
356;2.27033873612142;28.9451597860062
357;2.23433658396513;29.8224932839951
358;2.23826733666402;29.3525429309676
359;2.18978877166905;30.1275296197379
360;2.31264960032795;28.7910280199639
361;2.26784405547174;28.9763279765774
362;2.14954860860799;29.9968760653789
363;2.19691784236715;29.3468382910375
364;2.19510865363102;29.8742892245558
365;2.18980719307003;30.1235877546374
366;2.2116003822938;29.5261706565213
367;2.25954218882864;29.7093614536298
368;2.25856160554875;29.18366220542
369;2.20347212772754;29.5985108041297
370;2.12430144427843;29.7413539478138
371;2.29360281573963;28.8119292153106
372;2.2055117802687;29.1081344670652
373;2.24334835175465;29.1729697727866
374;2.18550767635186;30.0037935172358
375;2.10459832540773;29.9480374541579
